sentence_id,plaintext,enc_bits,enc_bits_wo_ef
144,Yup.And there was even a big wacky ending involving all the family members.,B1u0TClJamAHgJNMH1BhpQA=,B1u0TClJamAHgJNMH1BhpQA=
145,Both are very slapstick-y comedies with both dry and over the top jokes.,FcNgD8kCzUKNEhBV5EAQ,BoJACo4Ddnz2HB+ZR4AQ
146,"If you love that kind of humor, then you'll really like Fire Sale.",BTKDpFakQ5CxnREU,BTKDpFakQ5CxnREU
147,"If you're more into standard comedies, then you'll probably become very easily annoyed and change the channel.I'd love to see a cheap DVD of this movie out in a letterbox format.",DmKIOmCJIlJgv/08ouENeE2YUWM7DhRd6hcoRnQ2AA==,DmKIOmCJIlJgv/08ouENeE2YUWM7DhRd6hcoRnQ2AA==
148,"I remember Fox Movie Channel used to run some kind of promo trailer/short documentary before showing it, so I'd love to see that as well.",XlkrmymhXaiFwUDMR9AKCUx/xamQXXxA,CyPyMSMOgSLUPaUl2O7iLLxsQuDugbNI
149,"Plus, some of the scenes are very dark.",I6Aii64ynomg,A3/XXI1osgtg
150,"I'm not sure if this is the print of the movie or Arkin's intention, but it would be nice to see this movie remastered and released in the future, but that probably won't happen.",CwPrIRbliuBGuAqdMKFMEwaZY4fvh7qQ,CwPrIRbliuBGuAqdMKFMEwaZY4fvh7qQ
151,A girl can dream though!,MxJhATskcA==,ArBUzXGsgA==
152,"Four stars?- give me a break!I was thrilled and amused when I saw this as a kid - so many unconventional scenes, so many people who don't behave ...Alright this is not that entertaining for people of today who have lost any attention span.",mYMgGKYbHAHLNM4nqfYRhAZbolphhan9xKAinLRnU2A=,DvMzI+f14hyRScIHNm2Mi3DiIbIM9cSSFSrp/tljAUA=
153,"And it's not as brilliantly made as ""Where's Poppa?",F8j2YgPS9VobMVkEgA==,BXCkQ/1jWZPt3m4HAA==
154,""", also written by Robert Klane, but it does have its moments, i.e.",JgTPXwsC0IRA6WwCtlDXBNSA,B/pZGVwCQK+qdHACOEDsBboA
155,most scenes that Arkin and Gardenia are in.,xmFQYVI0KOmipgNxPVA=,BgdDYAR3bhBWnDXaG1A=
156,"Reiner is pretty inept here as usual, though.",ZZOiwOkHfOTc0Uhg,BPO5yRpc/yLJLDZA
157,Kay Medford is very good as a Mother out of touch with reality.,NOyj6O0+9ApBJUgjQucnwA==,BvWolcfcSqUyngz9MJ1iAA==
158,A good cast in general.Some scenes lack a better execution but on the whole this is an original idea that has several subplots which are nicely tied up.,eEggZMBWIKbkopVmVZSMtB8y3OCcR1LnnAIA,DGBQBqbb6x6Ie6RxDlCadGTPfe0/W6A0ZmVA
159,"Greed, ineptness, dysfunctional families, madness and irritation manifest themselves in many different ways.",B0w3z6wQxYWYCE0OJDsAsAA=,B0w3z6wQxYWYCE0OJDsAsAA=
160,"Most locations are pretty ""awful"" by today's viewing habits but that is the exact charm of this movie as opposed to all the slick and sterile over-produced forgettable comedies of today.",mKUQnnBt4LmMkIVOykN4DxkNK1KMeTAAv1otXPgchAw=,DzbWPZ3UlEVNrVTfrC5+dGWTocLKm0S7kf3LowzkHBQ=
161,"The settings make this movie look ""real"" and might tend to make people uneasy about the story because it seems people don't really get their way - no matter how they try.",WgcAQ5QCUw8UpBAolO4dQa8NF9D9ap8FQwEQAA==,DMlpE9pZ/dduJbuIYV4JEDaf5NJxWX3bweAeAA==
162,That makes for good comedy because this is how life is when you constantly overreach: You make a fool of yourself.The main problem with this seems to be that the ideas are funny but better production and direction would not have hurt.,DtIivZ0ZqilhAbYE7B8SJoD0CEQ4em3AtVi6/8VjI4A=,DtIivZ0ZqilhAbYE7B8SJoD0CEQ4em3AtVi6/8VjI4A=
163,This could very well be remade but I doubt people today want to see anyone on the screen who is over 40 years old... And that is pathetic.,KfoGLEq50KCsUsG0kMiOGRXeUq2ZGANS,Czf4JQieQICPvatvQPXytBGy6I4etVbo
164,I'm another one who is waiting for the day this movie comes out on video.,hOcKhXs0cQEg9wHA,BOPpbBcjUlNzhIVA
165,"I also laughed from start to finish, especially when Alan Arkin discovers the basketball phenom.",CDPZJ9JGOBDAOo4qBUI1RJsQ,CDPZJ9JGOBDAOo4qBUI1RJsQ
166,"This movie was wayyyy ahead of its time, and those that didn't laugh just don't get the jokes!",ByezsgqYJAYh4juW3DheKA==,ByezsgqYJAYh4juW3DheKA==
167,"The movie is a bit sloppy from a technical standpoint, but it remains the only movie to make me literally laugh myself sick.",NZLYTcIcAvB2Ch+0hOoE1A==,BykmC5q5mirjPN21n2mfSA==
168,The Farrelly brothers owe a huge debt to Robert Klane's mining of the twisted humor genre.,iUBBtKNSYweL24dtGcwAHqId8sgA,CUkIvB9NLimief6TikZGWPrnFd0A
169,"For years, this was my video holy grail.",4xojaH9kLsBEAA==,A9yobsjT7aO4gA==
170,"Finally, it occurred to me that it probably showed up from time to time on the Fox Movie Channel; so, not having it on my cable system, I started buying the monthly satellite programming guides, and when it came up in the rotation on FMC, I had a friend tape it for me.",DzMd1YAJHOT1taHCMJNzxAckSuS78G1v50FSZMC6zwY=,DzMd1YAJHOT1taHCMJNzxAckSuS78G1v50FSZMC6zwY=
171,A simple DVD release will not be adequate.,hBRLvWAgyNsCyA==,BBBb5oambrW3eA==
172,This needs the full Special Edition treatment.,A8e2g0NQSodEAA==,A8e2g0NQSodEAA==
173,"And oh, how I hope there are outtakes.",BECkh2QGC4m3pAA=,BECkh2QGC4m3pAA=
174,This film is about 30 years old.,IsJABotwAA==,AleqrfbAAA==
175,I know of no conversions to tape or DVD.,BHPi/A6xoCVKbcA=,BHPi/A6xoCVKbcA=
176,It had a theatrical run of about two weeks partially due to a bad review but nobody I ever met who saw it disliked the picture.,CkNAvDQyTL8+JXiSegBeIMUdwrWImQA=,CkNAvDQyTL8+JXiSegBeIMUdwrWImQA=
177,The reviewer either never actually saw the entire film or had an agenda to sink it.,JyoRx9VgcmiCluBS3gDQ,BogU+buAaHX97YBCTVWw
178,"When I first saw it my girlfriend (who isn't Jewish) and I and the vast majority of the audience, were roaring with laughter.",CJWC8/Gd6IStQDGxFwCK/HBRgA==,CJWC8/Gd6IStQDGxFwCK/HBRgA==
179,We returned a number of times with friends and family and everyone loved it.13 years later I had the privilege of having Sid Ceasar in my car (I was hired to take him to his hotel) and I asked him about the film.,GJKZePY86KSETIIGj8h44FtesQva4RLJGO+CUPRqWvg=,DxzuUKQosMcHiPwE9XBQv5JrIfKTQeNx70r8YKezk1A=
180,"He said that he had a lot of fun making the movie, but the studio provided very limited money to advertise and promote the product.",B+TeC5ZYcmhFDlfRNUpAsTQA,B+TeC5ZYcmhFDlfRNUpAsTQA
181,"No press, no promotion.Studio politics.Gardenia (overbearing father) and Medford (sweet, but loopy wife and mother) are the parents of Arkin, the older son who lives outside the family home and Reiner (intimidated, milquetoast) who lives in.",+iOoF8m2EwmNPVMNoUT5Gtk+eAIDEgxM7EDDAXQEdR4=,DzJzLl5DRM4PbfXmhAABl7Q28DXyrvjEYqTAJQ4jQbI=
182,"The family owns a failing, indebted department store.",BKhCVK4fGzKCFaA=,BKhCVK4fGzKCFaA=
183,"Arkin is married to Anjanette Comer, who desperately wants a child.",p2anCyNSLEYqs2YWKioSAA==,BtT48Y3PQO2a896ZRDPbgA==
184,Arkin claims he is impotent because of the tyranny of his father and the fact that he is the hated high school basketball coach whose team can't even win one game.,aWZaoQOzJFkWhQE/xuKDoC7BkflGrUA2,CzT48bLtAE8cOHkJPmRHDypbrik+OCgS
185,"Ceasar plays a wacky WWII patient at the the VA hospital who still believes that the war is still ongoing.On a road trip to Florida, Gardenia secretly sets into motion a scheme to burn his Dept.",WSa0CAjcHW+HrvNyLkaEky7+yiktWVbKrJCgAqRMIoA=,DtZDzMNdyuSx1j5HsIw7V0ChZZdCSsgMCGaqqaJS7YA=
186,store down and collect the Fire Insurance.,tho1QBLgnEpaRKnFAA==,BUZYWEJxnTgdKI/dAA==
187,Arkin and Reiner think that his parents' absence presents the perfect opportunity to prove their father wrong and refurbish and restock the store and make a success of it.,+NinhmIqJcsg5UhUxeq2xqkFGJRFq2KkhJKA,DLT48avOnOAsd8AJZxaKs3c04+qElFdikblQ
188,They don't know of the plot and go to work.,RAF+TUsYjEkN5AA=,BEUshRqztzqnnQA=
189,Ceasar as Gardenia's unwitting foil is priceless.,FVViKpB4UDkRCFkXkFDA,BmZDzOBQYC4eD5HlH59A
190,The pace of the film accelerates and is replete with a few clever twists.,J6KMXBjviyh1Ajj6CXg=,BiilGrWMo9+RV8pioTQ=
191,This effort is worth a sincere second look and a re-release.,BZeMgp0HhdAxOMiqgA==,BZeMgp0HhdAxOMiqgA==
192,Rob Reiner is hilarious.I haven't seen the movie in a long time and have trouble finding it everywhere.,BzFbGwIBiS8SOJsUqjJ3wg==,BzFbGwIBiS8SOJsUqjJ3wg==
193,"Some of the humor is ethnic, but to me seems pretty harmless, as well as very funny.",VJUhCfEcexK4hGwKYQQJLkA=,B28y3JdhtouWYa0hpEPNGgA=
194,"I thought there was a lot of good slapstick and madcap silliness.I'm not sure why the movie is not more available in stores or on different internet sites where some individual who had the interest in buying a movie like this would be able to have the opportunity to purchase a funny and entertaining and humorous movie such as this particular movie was.If you can find it, give it a try.",+h12UfAPtKE6ktQxk6NFNmBFQQCXaZq6OEFLKMJB/Rg=,DxPCaspipJMDSL1h5xMAvlDZsVlthDpjHgLwvlPfUEg=
195,"Alan Arkin, Rob Reiner, Vincent Gardenia, Alex Rocco, Kay Medford, Sid Caeser and a 7 foot tall black teenager named Captain F*@% in the most Jewish movie ever made.",GJzoyEth6VRnxyIZMRfagwYIqxlhAXlBhOHPxCjLp4g=,DxdPcHJBTme6hcPuIeVs/fvwze5B/lGBB0F1eDCNOvA=
196,As I watched this on Fox Movie Channel earlier tonight I wasn't laughing -- because my mouth was hanging open too wide.,CJLwCXMOcgU9+zkpwWUpF4iwUA==,CJLwCXMOcgU9+zkpwWUpF4iwUA==
197,Where to begin?Where?!?This movie has the highest per capita amount of asthma jokes I've ever seen.,CJ4rs8rwKMBIWmkrBlUDNuECiA==,CJ4rs8rwKMBIWmkrBlUDNuECiA==
198,Just when you think there are no more laughs to get out of an asthma joke -- there's another!,tMq2IYHhMAbho+cYjMMaAA==,BsUVJ0An8qI6xw8aiRI3AA==
199,And all Ruthie wants is to visit her sister in Florida (pronounced Flaaaaahrida.),CWCm/FxmATEjsGyhm+ActYyAI44A,CWCm/FxmATEjsGyhm+ActYyAI44A
200,Need I mention that the patriarch of the family is in the garment business?,RSBN0ktNzUUIhcJCoA==,BXc+MV6ntid/cuyKAA==
201,"And he has a sign on his door for his son to read which says ""Keep Out Putz?""",JgyLBMPHAh4bQWKgXxmFding,B/Cj+lZT/U1JASiATB4EbXTA
202,Need I mention that everyone talks down to the Spanish speaking men painting the house?,9ZouRELJCBZbisimYAGULoA=,B1c+MV2c0YGnzgs7WzoFA4A=
203,Need I mention that Ruthie won't allow her husband to attend such an occasion in a sports jacket and slacks?,yGEkn5ppJz2sSHAIfENhGvItRsA=,COc+MV3+6LCePGk0krPFuJi3CgA=
204,"Need I mention that Alan Arkin refers to the refrigerator as ""the icebox?""",FWShKfNJPkEPonVALXQA,Bkc+MV2OK4H1PFmANlgA
205,"Oh...oh, I'm starting to palpitate.",BGtgNwGi+gWqXEA=,BGtgNwGi+gWqXEA=
206,"This film is unavailable on DVD or VHS, but Fox Movie Network is pretty good about rerunning things.",qhhSR7pBjiQHKFmT10kACDQY,CBeqrJswaEe+y9XDhXFxe+vw
207,"If they show it again, I am taping it.",BGKRELPAFxGacEA=,BGKRELPAFxGacEA=
208,I agree totally with the others.,AnPNiSZYgA==,AnPNiSZYgA==
209,Fire Sale is one of the funniest comedies ever made.,4yluCrKoBwEMAA==,A+M2ayhpLqhhgA==
210,I have not read Maltin's review.,YxVQbjpFchKYAA==,A9PXohbC7HpEAA==
211,"But if it is negative, the man is suspect.As for the few who were extremely critical of the movie, I'm speechless.",HT7yhFhU1R2YAGYqDqJMurIMFJFwAA==,CdSjB5BnZhbv/7vMCzx3LNwIGOGgAA==
212,How could one not love this film?,AsF+mBtBOgA=,AsF+mBtBOgA=
213,It is one side-splitting scene after another.,Q4hhGVtrhR0s,A7NUXJJPcj7A
214,It is nigh impossible to summarize it.,A1NQA4VoPOCA,A1NQA4VoPOCA
215,"One has to experience it.Further more, it is Jewish comedy at its very best.",FCDrYE+SvspAJLFUOQ7ltyQA,B8CyQHUc1Ix/xyGYLgtG2jgA
216,They don't make films like this anymore.,AnUsjHSGYA==,AnUsjHSGYA==
217,"Like the others, I have searched for this film in nearly 25 years.",BMR07LMSgbBrDaAA,BMR07LMSgbBrDaAA
218,I would welcome contact from anyone who can help me find a copy.,Fhoj6KUWe6NhkA==,BBPCsMYbrT2+4A==
219,"I saw this movie as a motel movie shortly after vcr's became affordable/popular.I thought it was very funny and would love to see it again on DVD or tape.The rather subtle, dry humor mixed with slapstick comedy was very well done.",GYo2mmIq9Z0LTqBWzVVHK2FjiUzgR7Fp4xhAwweMNiA=,DvPbE7wzWRYNiz+bdmZ6MkG9DndAet5Ove+AggUIJCA=
220,I would certainly buy it if it were available.,YlQBJRoJawA=,AsPCrvJ5SAA=
221,I saw this a couple of times in the late seventies.,cuBwhZcQVINA,A5PbHEDYpmSA
222,"My parents had just subscribed to this new service called Cable TV, and low and behold we had a movie channel called Showtime.",iReabCaV8MAOQNzOCuWXbQLRPmg=,CR6E6M5bq2tlJfk3PdhPIiDxz6A=
223,I watched it every day it was on.,gwDRgWwWK2A=,AwPSUz8pAmA=
224,"It gives new meaning to the word ""Putz"".",g8CNSxMqkF5TAA==,A8NOBRY8rPKhAA==
225,I really wish it would be released on video/DVD.,BCPJshDYqAk5DA==,BCPJshDYqAk5DA==
226,I don't understand why it hasn't been.,grFTGFPpBA==,ArPg+KtCRg==
227,It is sad that another generation hasn't had the opportunity to share the laughs.,NkBEUKSRIZ9GssPi,BTNTTDWBq+4FsKia
228,this movie must be re-released.a whole generation of comedy fans is missing out on one of the classic comedies of all time.,CAQrxa6OxDF6oBeHLBHSGuQA,CAQrxa6OxDF6oBeHLBHSGuQA
229,if you have never seen this movie please contact your congressman and your clergyman and demand that they contact whoever it is that they serve and bring this movie to the publics attention.,KTUgmSiWOlN3QgDIbMMftdUTniG0Ukfr0gA=,C8QqHooSnRbG/VWgcPwZxO68soHFF6zc6AA=
230,"The movie was incredible, ever since I saw it in 1977 I told my wife she had to see it, it was really funny.",B3kmBYWXwReBINYhUABK9uA=,B3kmBYWXwReBINYhUABK9uA=
231,"Right up there with the ""In-Laws.""",kgRjiBhr12BQIA==,A/u5SVkUcc5RgA==
232,As soon as it came out on video we would watch it.,BGLnx6iodgSVMkA=,BGLnx6iodgSVMkA=
233,"Well, 20 years later, and every time I ask in a video store they give me a funny look.",FKiIGCpAFBZFn8sF6baGPA==,BzDwEDOAGBuG6o35TtsEKA==
234,Does anyone have any clue how this classic can be viewed???,BQFcEivsJlHoeAkQ,BQFcEivsJlHoeAkQ
235,"Though it's now been 24 years since I saw it, I still remember thinking that I should have walked out of the theater.. No one in the audience laughed even once.",yQtw/FhcvO5hBAwmIWZ0ZumzgbCA,CZvOaFOxJJGjhe9hrBG/MTgZgbII
236,The only one laughing was the person who took our money for the tickets.,BRkARkWpJRz84SRo,BRkARkWpJRz84SRo
237,"I rate it a 10 by how it affected me when I first saw it on television years ago, probably '78 or '79.",SE/DEVqYilUSxbcSTwJgxxkJCAA=,CMP83JOioFAT+hZ1HuyqYQmQCAA=
238,"I've only seen it once, yet I still remember it, and thanks to IMDb, I finally found the info on it.",tcFpIElj9TFW9sjXgGRlBQA=,B1PHOKw3g2ThMZdGExUh6oA=
239,"It might be horrible if I viewed it now, some things don't hold up well through the years.",lA7rBw4pS6xQj9ljmBIYgwmA,B/NBRLCBDDukrj+Cko6eY5KA
240,"That being said, all I can remember is laying on the floor watching the television and beating the carpet I was laughing so hard, and my best friend called screaming through the phone, wheezing like he was going to die--he was watching it also.",DnIlUXhiT1ZaEdssXFx9FYkWI9BA53Rh5l5KKEaQAA==,DnIlUXhiT1ZaEdssXFx9FYkWI9BA53Rh5l5KKEaQAA==
241,"We didn't throw up, but we definitely couldn't breathe, it was that good at the time.",55pgMRLAJBIeOR14YgQg,Bnz+QagxhScckEa2PDMA
242,I hope it comes out someday on DVD so I can give it the test.,doQCsgDMzQi4ZiEpZQA=,BcPAKyuBKqZCFyabTAA=
243,"Until then, I still fondly give it a 10.",BJ+wYUsr1tANsIA=,BJ+wYUsr1tANsIA=
244,(And Leonard Maltin is not right a lot of the time!,hZKBZVU6gBC+HmItEA==,BZcWcyYcnIwyLE5jcA==
245,Don't let him sway you.),gvRnAkwMcuA=,AvaRk9/ToUA=
246,"I remember seeing ""Firesale"" on HBO in 1978.",JaMO4k0Z4SlzkkA=,BIPyfQ601CE8vQA=
247,I was 15 years old.My friend and I laughed so hard we could not control ourselves.,xc8BGDtaCsuiFw2WMA==,BZP0mkx15hL+JINr0A==
248,"The details are so sketchy now which is sad, but I never forgot that movie.",Z80chScJI00rANtlwG4=,Bjhjx6liCZf2Nttn16I=
249,I don't understand why it never went anywhere and is now completely unavailable.,JdsYxoHUsyEJJkVA,BOPg+KsQloFeh67A
250,This movie needs to be rediscovered.,gqUUGIoM7A==,AqezqyEtwA==
251,It would be awesome to see it again.,AsNIUaqZxQA=,AsNIUaqZxQA=
252,Can anyone help?Can we contact Rob Reiner and get his copy?,hd8pq+SSMTlhBgWA8YA=,BdrzWLwuHyZHQUTENYA=
253,Ha Ha.There are so many ridiculously stupid movies.,Nw2zEsBqIbdeQjIA,BMcbKTNpq9HvmoMA
254,I have seen most of them.This is sad.,g9AFUznEcpLwAA==,A9PWhbx4CphoAA==
255,"Of all the movies to not be able to see, I wish it was'nt this one.",BiskthX1CJGBqnwSigA=,BiskthX1CJGBqnwSigA=
256,"Seriously, if anyone knows were to get a copy of this movie, please write to me.",RZeg1hwMxl2qVKhpQgA=,BcsRyrd7cUk5yCrFEwA=
257,I would greatly appreciate it.thank you.,cgCBxIE4bFA=,AwPC5CWB26A=
258,"I'm sorry, but I must respectfully disagree with Mr. Sam H. Franklin's review of this movie.",NJCfiKaNHCsapECXCQWU,BrPuppwLID1DyswdWAcs
259,"There is, in fact, one laugh in the entire movie.",IxC0FxnwLB4tgA==,A+o6uUs/2rKOAA==
260,It's the scene where Al (played by the always great Alex Rocco) is telling the wimpy Russel (Rob Reiner) how all the merchandise in the store is outdated.,TYZSFMIxXRewD8cpI65mDOtpMn+SHohJEP7NGAA=,DVNkUd/NhUOIh7znVsJCLgvUdS1GeRnUVaSFTIA=
261,"And he throws the clothes off the mannequins, and the last mannequin turns out to be an old lady.",B2Cj4kMrnVBxIFgMnVQGJ0A=,B2Cj4kMrnVBxIFgMnVQGJ0A=
262,That was the one funny scene in the movie.,A1Iko1XNcQUA,A1Iko1XNcQUA
263,"The old lady ended up partially naked later on in the movie, but it wasn't nearly as funny.",J3odSi25aMDoZBuBgtj4AA==,Bsgboo40dap1L+NUqODKAA==
264,"Oh, and Sid Caesar did a couple of things which may be construed as humor, though that is certainly a subjective construct.",CSthL3qOREpYILwslHPR5ajTXkA=,CSthL3qOREpYILwslHPR5ajTXkA=
265,"Other than that, this is a truly horrid movie.",A45hULHD0Zmg,A45hULHD0Zmg
266,"I thought it would at least have kitschy value, which it almost does; but it's not worth it anyway.",CDPCSbg45W4YhqF4UwQHC9hQ,CDPCSbg45W4YhqF4UwQHC9hQ
267,Rob Reiner should have directed.,gyJ6QBIKuaQ=,AyFbGwkDuhw=
268,"I watch ""Fire Sale"" at least 3-4 times a year and each time it gets better, very similar to ""Where's Poppa"", which also demands multiple viewings.",C/PeaJBNu0UuQaCBDB1A2gFG0NwfBhAW+6A=,C/PeaJBNu0UuQaCBDB1A2gFG0NwfBhAW+6A=
269,"While ""Where's Poppa"" has one extremely funny story line, ""Fire Sale"" has two.",VHSoUZWMimfIYTCyT0ZyamwA,B9qZ/vZuEpO08TPiUIyVHZEA
270,The insurance scam running parallel to the basketball player / adoption are absolutely two of the funniest ideas in any film.,aRaDl3kDCGyZKBsksoL2GC2MCjgXjAScAA==,C1h7Ca7tJ1DvjZB948GKFDLd1WNxHhuggA==
271,My only criticism is that Alan Arkin lets several scenes run on entirely too long.,1JDBoIgD7lQTi6ZFMMODCcA=,B26OQnFA7mFyvJqC2AgKJkA=
272,"Nevertheless, there are moments of hilarious dark comedy throughout.",hFjfBTGCanCVmoA=,BFyDhrc1Xy+6IIA=
273,"""And don't forget to put my beer back"", measuring a ""live corpse"", etc.",iOg2jctlQykS7iaezR8hedhEYIA=,CODWW5D1tp+NY0XbFgkoUYnNrQA=
274,"This is one of the greatest comedies ever made, and will achieve instant cult status if ever released on DVD.",BdfAOBbAZRN9pKEWoQA=,BdfAOBbAZRN9pKEWoQA=
275,"after 16 minutes anyway.Not that it detracts from a nice little comedy-mystery, but this was an even cheaper affair than usual from RKO as they used up a lot of stock rustic Mexican background film to lilting music here while the main characters glided or drove about in front.",2QvnoC006AMQwUFHiUSLFnUuHcsknYMudMsAYb2oGgA=,Du2fgarEkcavTzbSaE0VdwkgXsVFote1yrDq9dFWw4A=
276,Tom Conway as the Falcon looked as handsome and debonair as ever (no.,FBDdaLjHjCDdDGQybhFzjlMA,B+CWTy9698CWCEfcS+Gi9GIA
277,"9/13  I don't count those last 3 non-RKO efforts with John Calvert), and had to do without the comedy double act of Clark and Gargan from now on.Investigation of a painting painted by a dead man (with an art gallery eerily similar to the one in Woman In The Window) leads to murder and theft; the Falcon is chased by the cops while he's chasing the baddies all the way into deepest Mexico.",jqAZujZwiYomCwMtTGWjzY+swh3Q07wlCjGjyIqy0A==,Dq63DTtLwkhuZWZLB2LBDIMv7fAg809qYFHyOrAC0A==
